playerId,season,name,team,position,situation,games_played,icetime,I_F_goals,I_F_points,I_F_primaryAssists,I_F_secondaryAssists
8483538,2024,Owen Sillinger,CBJ,C,all,1,789.0,0.0,0.0,0.0,0.0
8483538,2024,Owen Sillinger,CBJ,C,5on5,1,663.0,0.0,0.0,0.0,0.0
8483538,2024,Owen Sillinger,CBJ,C,4on5,1,90.0,0.0,0.0,0.0,0.0
8483538,2024,Owen Sillinger,CBJ,C,5on4,1,0.0,0.0,0.0,0.0,0.0
8481806,2024,Louis Crevier,CHI,D,other,25,438.0,0.0,0.0,0.0,0.0
8481806,2024,Louis Crevier,CHI,D,all,25,26521.0,3.0,4.0,0.0,1.0
8481806,2024,Louis Crevier,CHI,D,5on5,25,23809.0,3.0,4.0,0.0,1.0
8481806,2024,Louis Crevier,CHI,D,4on5,25,2173.0,0.0,0.0,0.0,0.0
8481806,2024,Louis Crevier,CHI,D,5on4,25,101.0,0.0,0.0,0.0,0.0
8481167,2024,Brayden Pachal,CGY,D,other,60,647.0,0.0,0.0,0.0,0.0
8481167,2024,Brayden Pachal,CGY,D,all,60,52224.0,2.0,7.0,4.0,1.0
8481167,2024,Brayden Pachal,CGY,D,5on5,60,46269.0,2.0,6.0,3.0,1.0
8481167,2024,Brayden Pachal,CGY,D,4on5,60,5234.0,0.0,1.0,1.0,0.0
8481167,2024,Brayden Pachal,CGY,D,5on4,60,74.0,0.0,0.0,0.0,0.0
8476981,2024,Josh Anderson,MTL,R,other,61,898.0,1.0,3.0,2.0,0.0
8476981,2024,Josh Anderson,MTL,R,all,61,51827.0,10.0,20.0,6.0,4.0
8476981,2024,Josh Anderson,MTL,R,5on5,61,43984.0,8.0,16.0,4.0,4.0
8476981,2024,Josh Anderson,MTL,R,4on5,61,6653.0,1.0,1.0,0.0,0.0
8476981,2024,Josh Anderson,MTL,R,5on4,61,292.0,0.0,0.0,0.0,0.0
8476462,2024,Dougie Hamilton,NJD,D,other,63,3384.0,1.0,5.0,2.0,2.0
8476462,2024,Dougie Hamilton,NJD,D,all,63,74824.0,9.0,40.0,14.0,17.0
8476462,2024,Dougie Hamilton,NJD,D,5on5,63,59793.0,4.0,22.0,7.0,11.0
8476462,2024,Dougie Hamilton,NJD,D,4on5,63,1107.0,0.0,0.0,0.0,0.0
8476462,2024,Dougie Hamilton,NJD,D,5on4,63,10540.0,4.0,13.0,5.0,4.0
8482155,2024,Alex Laferriere,LAK,R,other,56,2056.0,1.0,2.0,1.0,0.0
8482155,2024,Alex Laferriere,LAK,R,all,56,56942.0,15.0,31.0,13.0,3.0
8482155,2024,Alex Laferriere,LAK,R,5on5,56,47791.0,12.0,25.0,11.0,2.0
8482155,2024,Alex Laferriere,LAK,R,4on5,56,119.0,0.0,0.0,0.0,0.0
8482155,2024,Alex Laferriere,LAK,R,5on4,56,6976.0,2.0,4.0,1.0,1.0
8476467,2024,Jamie Oleksiak,SEA,D,other,62,2594.0,0.0,3.0,1.0,2.0
8476467,2024,Jamie Oleksiak,SEA,D,all,62,70593.0,4.0,13.0,5.0,4.0
8476467,2024,Jamie Oleksiak,SEA,D,5on5,62,58622.0,4.0,10.0,4.0,2.0
8476467,2024,Jamie Oleksiak,SEA,D,4on5,62,9060.0,0.0,0.0,0.0,0.0
8476467,2024,Jamie Oleksiak,SEA,D,5on4,62,317.0,0.0,0.0,0.0,0.0
8478413,2024,Jordan Greenway,BUF,L,other,26,1392.0,0.0,0.0,0.0,0.0
8478413,2024,Jordan Greenway,BUF,L,all,26,24884.0,3.0,8.0,4.0,1.0
8478413,2024,Jordan Greenway,BUF,L,5on5,26,19097.0,3.0,8.0,4.0,1.0
8478413,2024,Jordan Greenway,BUF,L,4on5,26,4272.0,0.0,0.0,0.0,0.0
8478413,2024,Jordan Greenway,BUF,L,5on4,26,123.0,0.0,0.0,0.0,0.0
8479316,2024,Luke Kunin,SJS,C,other,63,1342.0,1.0,2.0,1.0,0.0
8479316,2024,Luke Kunin,SJS,C,all,63,57630.0,11.0,18.0,4.0,3.0
8479316,2024,Luke Kunin,SJS,C,5on5,63,46968.0,10.0,16.0,3.0,3.0
8479316,2024,Luke Kunin,SJS,C,4on5,63,6533.0,0.0,0.0,0.0,0.0
8479316,2024,Luke Kunin,SJS,C,5on4,63,2787.0,0.0,0.0,0.0,0.0
8482655,2024,J.J. Moser,TBL,D,other,33,1134.0,0.0,0.0,0.0,0.0
8482655,2024,J.J. Moser,TBL,D,all,33,38845.0,2.0,10.0,3.0,5.0
8482655,2024,J.J. Moser,TBL,D,5on5,33,33181.0,1.0,7.0,2.0,4.0
8482655,2024,J.J. Moser,TBL,D,4on5,33,3161.0,1.0,1.0,0.0,0.0
8482655,2024,J.J. Moser,TBL,D,5on4,33,1369.0,0.0,1.0,0.0,1.0
8480830,2024,Andrei Svechnikov,CAR,R,other,61,3751.0,4.0,9.0,3.0,2.0
